categpry,vtype,priority,rank,project,origin commit,buggy commit,buggy path,buggy start,buggy end,fixer,fixer path,method,field,resolution,Kind,Name,AvgCyclomatic,AvgCyclomaticModified,AvgCyclomaticStrict,AvgEssential,AvgLine,AvgLineBlank,AvgLineCode,AvgLineComment,CountClassBase,CountClassCoupled,CountClassCoupledModified,CountClassDerived,CountDeclClass,CountDeclClassMethod,CountDeclClassVariable,CountDeclExecutableUnit,CountDeclFile,CountDeclFunction,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclMethod,CountDeclMethodAll,CountDeclMethodDefault,CountDeclMethodPrivate,CountDeclMethodProtected,CountDeclMethodPublic,CountInput,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountOutput,CountPath,CountPathLog,CountSemicolon,CountStmt,CountStmtDecl,CountStmtExe,Cyclomatic,CyclomaticModified,CyclomaticStrict,Essential,Knots,MaxCyclomatic,MaxCyclomaticModified,MaxCyclomaticStrict,MaxEssential,MaxEssentialKnots,MaxInheritanceTree,MaxNesting,MinEssentialKnots,PercentLackOfCohesion,PercentLackOfCohesionModified,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumEssential
CORRECTNESS,UWF_UNWRITTEN_FIELD,2,12,maven-dependency-plugin,dd1f45c161553b92a245aa52cf2839a3ffb7bb74,d6b4b575fb251c418f5f6438419648b4690191de,src/main/java/org/apache/maven/plugin/dependency/AnalyzeReportMojo.java,111,111,,,NO_METHOD,analyzer,unfixed,Public Class,org.apache.maven.plugin.dependency.AnalyzeReportMojo,1.0,1.0,1.0,1.0,8.0,0.0,6.0,1.0,1.0,1.0,1.0,0.0,-1,0.0,0.0,-1,-1,-1,8.0,4.0,8.0,8.0,0.0,0.0,4.0,4.0,-1,159.0,21.0,63.0,18.0,23.0,75.0,-1,-1,-1,23.0,35.0,17.0,18.0,-1,-1,-1,-1,-1,4.0,4.0,5.0,3.0,-1,2.0,1.0,-1,81.0,81.0,1.19,11.0,11.0,12.0,10.0
CORRECTNESS,NP_UNWRITTEN_FIELD,2,8,maven-dependency-plugin,dd1f45c161553b92a245aa52cf2839a3ffb7bb74,d6b4b575fb251c418f5f6438419648b4690191de,src/main/java/org/apache/maven/plugin/dependency/AnalyzeReportMojo.java,168,168,,,getOutputDirectory()Ljava/lang/String;,outputDirectory,unfixed,Public Method,org.apache.maven.plugin.dependency.AbstractFromDependenciesMojo.getOutputDirectory,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4.0,7.0,0.0,4.0,1.0,1.0,3.0,1.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,-1,-1,-1,-1,0.0,-1,0.0,0.0,-1,-1,0.75,1.0,1.0,1.0,1.0
CORRECTNESS,NP_UNWRITTEN_FIELD,2,8,maven-dependency-plugin,dd1f45c161553b92a245aa52cf2839a3ffb7bb74,d6b4b575fb251c418f5f6438419648b4690191de,src/main/java/org/apache/maven/plugin/dependency/AnalyzeReportMojo.java,95,95,,,executeReport(Ljava/util/Locale;)V,project,unfixed,Public Method,org.apache.maven.plugin.dependency.AnalyzeReportMojo.executeReport,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5.0,34.0,4.0,26.0,5.0,15.0,4.0,9.0,4.0,1.0,11.0,15.0,5.0,10.0,4.0,4.0,5.0,3.0,3.0,-1,-1,-1,-1,2.0,-1,1.0,2.0,-1,-1,0.15,4.0,4.0,5.0,3.0
CORRECTNESS,UWF_UNWRITTEN_FIELD,2,12,maven-dependency-plugin,dd1f45c161553b92a245aa52cf2839a3ffb7bb74,d6b4b575fb251c418f5f6438419648b4690191de,src/main/java/org/apache/maven/plugin/dependency/AnalyzeReportMojo.java,95,95,,,NO_METHOD,project,unfixed,Public Class,org.apache.maven.plugin.dependency.AnalyzeReportMojo,1.0,1.0,1.0,1.0,8.0,0.0,6.0,1.0,1.0,1.0,1.0,0.0,-1,0.0,0.0,-1,-1,-1,8.0,4.0,8.0,8.0,0.0,0.0,4.0,4.0,-1,159.0,21.0,63.0,18.0,23.0,75.0,-1,-1,-1,23.0,35.0,17.0,18.0,-1,-1,-1,-1,-1,4.0,4.0,5.0,3.0,-1,2.0,1.0,-1,81.0,81.0,1.19,11.0,11.0,12.0,10.0
I18N,DM_DEFAULT_ENCODING,1,19,maven-dependency-plugin,dd1f45c161553b92a245aa52cf2839a3ffb7bb74,d6b4b575fb251c418f5f6438419648b4690191de,src/main/java/org/apache/maven/plugin/dependency/BuildClasspathMojo.java,337,337,,,storeClasspathFile(Ljava/lang/String;Ljava/io/File;)V,NO_FIELD,unfixed,Private Method,org.apache.maven.plugin.dependency.BuildClasspathMojo.storeClasspathFile,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6.0,41.0,6.0,28.0,3.0,14.0,7.0,7.0,3.0,0.0,7.0,10.0,2.0,8.0,3.0,3.0,3.0,1.0,2.0,-1,-1,-1,-1,0.0,-1,2.0,0.0,-1,-1,0.25,3.0,3.0,3.0,1.0
I18N,DM_DEFAULT_ENCODING,1,19,maven-dependency-plugin,dd1f45c161553b92a245aa52cf2839a3ffb7bb74,d6b4b575fb251c418f5f6438419648b4690191de,src/main/java/org/apache/maven/plugin/dependency/BuildClasspathMojo.java,383,383,,,readClasspathFile()Ljava/lang/String;,NO_FIELD,unfixed,Protected Method,org.apache.maven.plugin.dependency.BuildClasspathMojo.readClasspathFile,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3.0,38.0,3.0,28.0,5.0,13.0,7.0,6.0,6.0,1.0,8.0,13.0,4.0,9.0,4.0,4.0,4.0,1.0,1.0,-1,-1,-1,-1,0.0,-1,2.0,0.0,-1,-1,0.25,4.0,4.0,4.0,1.0
CORRECTNESS,NP_NULL_PARAM_DEREF,2,8,maven-dependency-plugin,dd1f45c161553b92a245aa52cf2839a3ffb7bb74,d6b4b575fb251c418f5f6438419648b4690191de,src/main/java/org/apache/maven/plugin/dependency/BuildClasspathMojo.java,202,202,,,execute()V,NO_FIELD,unfixed,Public Method,org.apache.maven.plugin.dependency.AbstractAnalyzeMojo.execute,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3.0,22.0,3.0,19.0,3.0,9.0,0.0,6.0,4.0,1.0,6.0,10.0,2.0,8.0,4.0,4.0,6.0,3.0,2.0,-1,-1,-1,-1,2.0,-1,1.0,2.0,-1,-1,0.0,4.0,4.0,6.0,3.0
BAD_PRACTICE,ES_COMPARING_PARAMETER_STRING_WITH_EQ,3,19,maven-dependency-plugin,dd1f45c161553b92a245aa52cf2839a3ffb7bb74,d6b4b575fb251c418f5f6438419648b4690191de,src/main/java/org/apache/maven/plugin/dependency/BuildClasspathMojo.java,310,310,,,isUpdToDate(Ljava/lang/String;)Z,NO_FIELD,unfixed,Private Method,org.apache.maven.plugin.dependency.BuildClasspathMojo.isUpdToDate,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4.0,21.0,1.0,13.0,2.0,6.0,7.0,5.0,2.0,0.0,4.0,6.0,2.0,4.0,2.0,2.0,4.0,1.0,1.0,-1,-1,-1,-1,0.0,-1,1.0,0.0,-1,-1,0.54,2.0,2.0,4.0,1.0
CORRECTNESS,UWF_UNWRITTEN_FIELD,3,15,maven-dependency-plugin,dd1f45c161553b92a245aa52cf2839a3ffb7bb74,d6b4b575fb251c418f5f6438419648b4690191de,src/main/java/org/apache/maven/plugin/dependency/BuildClasspathMojo.java,190,190,,,NO_METHOD,attach,unfixed,Public Class,org.apache.maven.plugin.dependency.BuildClasspathMojo,2.0,2.0,2.0,1.0,15.0,1.0,10.0,3.0,2.0,1.0,1.0,0.0,-1,0.0,0.0,-1,-1,-1,26.0,13.0,26.0,53.0,0.0,2.0,4.0,20.0,-1,530.0,69.0,294.0,63.0,122.0,167.0,-1,-1,-1,93.0,146.0,57.0,89.0,-1,-1,-1,-1,-1,15.0,15.0,18.0,5.0,-1,4.0,2.0,-1,89.0,89.0,0.57,52.0,52.0,58.0,30.0
BAD_PRACTICE,RV_RETURN_VALUE_IGNORED_BAD_PRACTICE,2,16,maven-dependency-plugin,dd1f45c161553b92a245aa52cf2839a3ffb7bb74,d6b4b575fb251c418f5f6438419648b4690191de,src/main/java/org/apache/maven/plugin/dependency/BuildClasspathMojo.java,331,331,,,storeClasspathFile(Ljava/lang/String;Ljava/io/File;)V,NO_FIELD,unfixed,Private Method,org.apache.maven.plugin.dependency.BuildClasspathMojo.storeClasspathFile,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6.0,41.0,6.0,28.0,3.0,14.0,7.0,7.0,3.0,0.0,7.0,10.0,2.0,8.0,3.0,3.0,3.0,1.0,2.0,-1,-1,-1,-1,0.0,-1,2.0,0.0,-1,-1,0.25,3.0,3.0,3.0,1.0
CORRECTNESS,UWF_UNWRITTEN_FIELD,2,12,maven-dependency-plugin,dd1f45c161553b92a245aa52cf2839a3ffb7bb74,d6b4b575fb251c418f5f6438419648b4690191de,src/main/java/org/apache/maven/plugin/dependency/BuildClasspathMojo.java,164,164,,,NO_METHOD,cpFile,unfixed,Public Class,org.apache.maven.plugin.dependency.BuildClasspathMojo,2.0,2.0,2.0,1.0,15.0,1.0,10.0,3.0,2.0,1.0,1.0,0.0,-1,0.0,0.0,-1,-1,-1,26.0,13.0,26.0,53.0,0.0,2.0,4.0,20.0,-1,530.0,69.0,294.0,63.0,122.0,167.0,-1,-1,-1,93.0,146.0,57.0,89.0,-1,-1,-1,-1,-1,15.0,15.0,18.0,5.0,-1,4.0,2.0,-1,89.0,89.0,0.57,52.0,52.0,58.0,30.0
BAD_PRACTICE,SE_COMPARATOR_SHOULD_BE_SERIALIZABLE,3,20,maven-dependency-plugin,dd1f45c161553b92a245aa52cf2839a3ffb7bb74,d6b4b575fb251c418f5f6438419648b4690191de,src/main/java/org/apache/maven/plugin/dependency/BuildClasspathMojo.java,52,570,,,NO_METHOD,NO_FIELD,unfixed,Public Class,org.apache.maven.plugin.dependency.BuildClasspathMojo,2.0,2.0,2.0,1.0,15.0,1.0,10.0,3.0,2.0,1.0,1.0,0.0,-1,0.0,0.0,-1,-1,-1,26.0,13.0,26.0,53.0,0.0,2.0,4.0,20.0,-1,530.0,69.0,294.0,63.0,122.0,167.0,-1,-1,-1,93.0,146.0,57.0,89.0,-1,-1,-1,-1,-1,15.0,15.0,18.0,5.0,-1,4.0,2.0,-1,89.0,89.0,0.57,52.0,52.0,58.0,30.0
DODGY_CODE,RCN_REDUNDANT_NULLCHECK_OF_NONNULL_VALUE,1,16,maven-dependency-plugin,dd1f45c161553b92a245aa52cf2839a3ffb7bb74,d6b4b575fb251c418f5f6438419648b4690191de,src/main/java/org/apache/maven/plugin/dependency/BuildClasspathMojo.java,422,422,,,compare(Ljava/lang/Object;Ljava/lang/Object;)I,NO_FIELD,unfixed,Public Method,org.apache.maven.plugin.dependency.BuildClasspathMojo.compare,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2.0,39.0,3.0,27.0,5.0,14.0,9.0,5.0,5.0,1.0,9.0,14.0,5.0,9.0,5.0,5.0,6.0,5.0,7.0,-1,-1,-1,-1,7.0,-1,2.0,7.0,-1,-1,0.33,5.0,5.0,6.0,5.0
CORRECTNESS,UWF_UNWRITTEN_FIELD,2,12,maven-dependency-plugin,dd1f45c161553b92a245aa52cf2839a3ffb7bb74,d6b4b575fb251c418f5f6438419648b4690191de,src/main/java/org/apache/maven/plugin/dependency/BuildClasspathMojo.java,268,268,,,NO_METHOD,projectHelper,unfixed,Public Class,org.apache.maven.plugin.dependency.BuildClasspathMojo,2.0,2.0,2.0,1.0,15.0,1.0,10.0,3.0,2.0,1.0,1.0,0.0,-1,0.0,0.0,-1,-1,-1,26.0,13.0,26.0,53.0,0.0,2.0,4.0,20.0,-1,530.0,69.0,294.0,63.0,122.0,167.0,-1,-1,-1,93.0,146.0,57.0,89.0,-1,-1,-1,-1,-1,15.0,15.0,18.0,5.0,-1,4.0,2.0,-1,89.0,89.0,0.57,52.0,52.0,58.0,30.0
CORRECTNESS,NP_UNWRITTEN_FIELD,2,8,maven-dependency-plugin,dd1f45c161553b92a245aa52cf2839a3ffb7bb74,d6b4b575fb251c418f5f6438419648b4690191de,src/main/java/org/apache/maven/plugin/dependency/BuildClasspathMojo.java,268,268,,,attachFile(Ljava/lang/String;)V,projectHelper,unfixed,Protected Method,org.apache.maven.plugin.dependency.BuildClasspathMojo.attachFile,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4.0,8.0,1.0,7.0,3.0,3.0,0.0,4.0,1.0,0.0,3.0,4.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0,-1,-1,-1,-1,0.0,-1,0.0,0.0,-1,-1,0.0,1.0,1.0,1.0,1.0
DODGY_CODE,RCN_REDUNDANT_NULLCHECK_OF_NONNULL_VALUE,1,16,maven-dependency-plugin,dd1f45c161553b92a245aa52cf2839a3ffb7bb74,d6b4b575fb251c418f5f6438419648b4690191de,src/main/java/org/apache/maven/plugin/dependency/BuildClasspathMojo.java,418,418,,,compare(Ljava/lang/Object;Ljava/lang/Object;)I,NO_FIELD,unfixed,Public Method,org.apache.maven.plugin.dependency.BuildClasspathMojo.compare,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2.0,39.0,3.0,27.0,5.0,14.0,9.0,5.0,5.0,1.0,9.0,14.0,5.0,9.0,5.0,5.0,6.0,5.0,7.0,-1,-1,-1,-1,7.0,-1,2.0,7.0,-1,-1,0.33,5.0,5.0,6.0,5.0
CORRECTNESS,UWF_UNWRITTEN_FIELD,3,15,maven-dependency-plugin,dd1f45c161553b92a245aa52cf2839a3ffb7bb74,d6b4b575fb251c418f5f6438419648b4690191de,src/main/java/org/apache/maven/plugin/dependency/BuildClasspathMojo.java,236,236,,,NO_METHOD,outputFilterFile,unfixed,Public Class,org.apache.maven.plugin.dependency.BuildClasspathMojo,2.0,2.0,2.0,1.0,15.0,1.0,10.0,3.0,2.0,1.0,1.0,0.0,-1,0.0,0.0,-1,-1,-1,26.0,13.0,26.0,53.0,0.0,2.0,4.0,20.0,-1,530.0,69.0,294.0,63.0,122.0,167.0,-1,-1,-1,93.0,146.0,57.0,89.0,-1,-1,-1,-1,-1,15.0,15.0,18.0,5.0,-1,4.0,2.0,-1,89.0,89.0,0.57,52.0,52.0,58.0,30.0
CORRECTNESS,UWF_UNWRITTEN_FIELD,2,12,maven-dependency-plugin,d6b4b575fb251c418f5f6438419648b4690191de,d6b4b575fb251c418f5f6438419648b4690191de,src/main/java/org/apache/maven/plugin/dependency/CopyDependenciesMojo.java,99,99,,,NO_METHOD,repositoryLayouts,unfixed,Public Class,org.apache.maven.plugin.dependency.CopyDependenciesMojo,3.0,3.0,3.0,1.0,24.0,1.0,18.0,4.0,1.0,3.0,3.0,0.0,-1,0.0,0.0,-1,-1,-1,7.0,3.0,7.0,49.0,0.0,2.0,3.0,2.0,-1,206.0,19.0,135.0,33.0,65.0,54.0,-1,-1,-1,45.0,65.0,29.0,36.0,-1,-1,-1,-1,-1,7.0,7.0,7.0,1.0,-1,5.0,4.0,-1,80.0,76.0,0.4,22.0,22.0,25.0,7.0
DODGY_CODE,NP_UNWRITTEN_PUBLIC_OR_PROTECTED_FIELD,2,14,maven-dependency-plugin,dd1f45c161553b92a245aa52cf2839a3ffb7bb74,d6b4b575fb251c418f5f6438419648b4690191de,src/main/java/org/apache/maven/plugin/dependency/CopyDependenciesMojo.java,138,138,,,installArtifact(Lorg/apache/maven/artifact/Artifact;Lorg/apache/maven/artifact/repository/ArtifactRepository;)V,installer,unfixed,Private Method,org.apache.maven.plugin.dependency.CopyDependenciesMojo.installArtifact,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5.0,30.0,1.0,29.0,2.0,14.0,0.0,11.0,5.0,1.0,8.0,13.0,2.0,11.0,5.0,5.0,6.0,1.0,2.0,-1,-1,-1,-1,0.0,-1,4.0,0.0,-1,-1,0.0,5.0,5.0,6.0,1.0
CORRECTNESS,NP_UNWRITTEN_FIELD,2,8,maven-dependency-plugin,d6b4b575fb251c418f5f6438419648b4690191de,d6b4b575fb251c418f5f6438419648b4690191de,src/main/java/org/apache/maven/plugin/dependency/CopyDependenciesMojo.java,100,100,,,execute()V,repositoryLayouts,unfixed,Public Method,org.apache.maven.plugin.dependency.AbstractAnalyzeMojo.execute,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3.0,22.0,3.0,19.0,3.0,9.0,0.0,6.0,4.0,1.0,6.0,10.0,2.0,8.0,4.0,4.0,6.0,3.0,2.0,-1,-1,-1,-1,2.0,-1,1.0,2.0,-1,-1,0.0,4.0,4.0,6.0,3.0
DODGY_CODE,UWF_UNWRITTEN_PUBLIC_OR_PROTECTED_FIELD,2,17,maven-dependency-plugin,dd1f45c161553b92a245aa52cf2839a3ffb7bb74,d6b4b575fb251c418f5f6438419648b4690191de,src/main/java/org/apache/maven/plugin/dependency/CopyDependenciesMojo.java,97,97,,,NO_METHOD,repositoryFactory,unfixed,Public Class,org.apache.maven.plugin.dependency.CopyDependenciesMojo,3.0,3.0,3.0,1.0,25.0,1.0,19.0,5.0,1.0,3.0,3.0,0.0,-1,0.0,0.0,-1,-1,-1,6.0,2.0,6.0,47.0,0.0,2.0,3.0,1.0,-1,184.0,15.0,121.0,28.0,59.0,49.0,-1,-1,-1,40.0,57.0,24.0,33.0,-1,-1,-1,-1,-1,6.0,6.0,6.0,1.0,-1,5.0,4.0,-1,75.0,66.0,0.4,19.0,19.0,22.0,6.0
DODGY_CODE,UWF_UNWRITTEN_PUBLIC_OR_PROTECTED_FIELD,2,17,maven-dependency-plugin,dd1f45c161553b92a245aa52cf2839a3ffb7bb74,d6b4b575fb251c418f5f6438419648b4690191de,src/main/java/org/apache/maven/plugin/dependency/CopyDependenciesMojo.java,133,133,,,NO_METHOD,installer,unfixed,Public Class,org.apache.maven.plugin.dependency.CopyDependenciesMojo,3.0,3.0,3.0,1.0,25.0,1.0,19.0,5.0,1.0,3.0,3.0,0.0,-1,0.0,0.0,-1,-1,-1,6.0,2.0,6.0,47.0,0.0,2.0,3.0,1.0,-1,184.0,15.0,121.0,28.0,59.0,49.0,-1,-1,-1,40.0,57.0,24.0,33.0,-1,-1,-1,-1,-1,6.0,6.0,6.0,1.0,-1,5.0,4.0,-1,75.0,66.0,0.4,19.0,19.0,22.0,6.0
DODGY_CODE,NP_UNWRITTEN_PUBLIC_OR_PROTECTED_FIELD,2,14,maven-dependency-plugin,dd1f45c161553b92a245aa52cf2839a3ffb7bb74,d6b4b575fb251c418f5f6438419648b4690191de,src/main/java/org/apache/maven/plugin/dependency/CopyDependenciesMojo.java,165,165,,,installBaseSnapshot(Lorg/apache/maven/artifact/Artifact;Lorg/apache/maven/artifact/repository/ArtifactRepository;)V,installer,unfixed,Private Method,org.apache.maven.plugin.dependency.CopyDependenciesMojo.installBaseSnapshot,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5.0,10.0,0.0,10.0,4.0,4.0,0.0,11.0,2.0,0.0,2.0,4.0,2.0,2.0,2.0,2.0,3.0,1.0,0.0,-1,-1,-1,-1,0.0,-1,1.0,0.0,-1,-1,0.0,2.0,2.0,3.0,1.0
DODGY_CODE,NP_UNWRITTEN_PUBLIC_OR_PROTECTED_FIELD,2,14,maven-dependency-plugin,dd1f45c161553b92a245aa52cf2839a3ffb7bb74,d6b4b575fb251c418f5f6438419648b4690191de,src/main/java/org/apache/maven/plugin/dependency/CopyDependenciesMojo.java,97,97,,,execute()V,repositoryFactory,unfixed,Public Method,org.apache.maven.plugin.dependency.AbstractAnalyzeMojo.execute,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3.0,22.0,3.0,19.0,3.0,9.0,0.0,6.0,4.0,1.0,6.0,10.0,2.0,8.0,4.0,4.0,6.0,3.0,2.0,-1,-1,-1,-1,2.0,-1,1.0,2.0,-1,-1,0.0,4.0,4.0,6.0,3.0
DODGY_CODE,NP_NULL_ON_SOME_PATH_FROM_RETURN_VALUE,2,13,maven-dependency-plugin,dd1f45c161553b92a245aa52cf2839a3ffb7bb74,d6b4b575fb251c418f5f6438419648b4690191de,src/main/java/org/apache/maven/plugin/dependency/PurgeLocalRepositoryMojo.java,416,416,,,findDeleteTarget(Lorg/apache/maven/artifact/Artifact;)Ljava/io/File;,NO_FIELD,unfixed,Private Method,org.apache.maven.plugin.dependency.PurgeLocalRepositoryMojo.findDeleteTarget,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8.0,58.0,9.0,34.0,6.0,19.0,15.0,7.0,6.0,1.0,13.0,19.0,6.0,13.0,6.0,6.0,6.0,4.0,5.0,-1,-1,-1,-1,3.0,-1,3.0,2.0,-1,-1,0.44,6.0,6.0,6.0,4.0
BAD_PRACTICE,RV_RETURN_VALUE_IGNORED_BAD_PRACTICE,2,16,maven-dependency-plugin,dd1f45c161553b92a245aa52cf2839a3ffb7bb74,d6b4b575fb251c418f5f6438419648b4690191de,src/main/java/org/apache/maven/plugin/dependency/PurgeLocalRepositoryMojo.java,346,346,,,refreshDependenciesForProject(Lorg/apache/maven/project/MavenProject;Ljava/util/List;)V,NO_FIELD,unfixed,Private Method,org.apache.maven.plugin.dependency.PurgeLocalRepositoryMojo.refreshDependenciesForProject,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8.0,93.0,17.0,76.0,10.0,44.0,0.0,24.0,118.0,2.0,34.0,42.0,12.0,30.0,12.0,12.0,12.0,1.0,6.0,-1,-1,-1,-1,0.0,-1,3.0,0.0,-1,-1,0.0,12.0,12.0,12.0,1.0
PERFORMANCE,SBSC_USE_STRINGBUFFER_CONCATENATION,2,18,maven-dependency-plugin,dd1f45c161553b92a245aa52cf2839a3ffb7bb74,d6b4b575fb251c418f5f6438419648b4690191de,src/main/java/org/apache/maven/plugin/dependency/PurgeLocalRepositoryMojo.java,378,378,,,refreshDependenciesForProject(Lorg/apache/maven/project/MavenProject;Ljava/util/List;)V,NO_FIELD,unfixed,Private Method,org.apache.maven.plugin.dependency.PurgeLocalRepositoryMojo.refreshDependenciesForProject,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8.0,93.0,17.0,76.0,10.0,44.0,0.0,24.0,118.0,2.0,34.0,42.0,12.0,30.0,12.0,12.0,12.0,1.0,6.0,-1,-1,-1,-1,0.0,-1,3.0,0.0,-1,-1,0.0,12.0,12.0,12.0,1.0
DODGY_CODE,DLS_DEAD_LOCAL_STORE,2,17,maven-dependency-plugin,dd1f45c161553b92a245aa52cf2839a3ffb7bb74,d6b4b575fb251c418f5f6438419648b4690191de,src/main/java/org/apache/maven/plugin/dependency/TreeMojo.java,350,350,,,serialiseDependencyTree(Lorg/apache/maven/shared/dependency/tree/DependencyNode;)Ljava/lang/String;,NO_FIELD,unfixed,Private Method,org.apache.maven.plugin.dependency.TreeMojo.serialiseDependencyTree,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3.0,33.0,7.0,18.0,8.0,13.0,8.0,7.0,2.0,0.0,12.0,14.0,8.0,6.0,2.0,2.0,2.0,1.0,0.0,-1,-1,-1,-1,0.0,-1,1.0,0.0,-1,-1,0.44,2.0,2.0,2.0,1.0
CORRECTNESS,UWF_UNWRITTEN_FIELD,2,12,maven-dependency-plugin,43e104e2840980bb3ac6b38b93a8e63fb14acff6,d6b4b575fb251c418f5f6438419648b4690191de,src/main/java/org/apache/maven/plugin/dependency/fromConfiguration/AbstractFromConfigurationMojo.java,387,387,,,NO_METHOD,artifactRepositoryManager,unfixed,Public Abstract Class,org.apache.maven.plugin.dependency.fromConfiguration.AbstractFromConfigurationMojo,1.0,1.0,2.0,1.0,18.0,1.0,10.0,6.0,1.0,3.0,3.0,2.0,-1,0.0,0.0,-1,-1,-1,18.0,8.0,18.0,39.0,1.0,3.0,3.0,11.0,-1,450.0,49.0,199.0,40.0,87.0,203.0,-1,-1,-1,63.0,96.0,36.0,60.0,-1,-1,-1,-1,-1,7.0,7.0,8.0,3.0,-1,3.0,2.0,-1,88.0,83.0,1.02,33.0,33.0,44.0,21.0
BAD_PRACTICE,RV_RETURN_VALUE_IGNORED_BAD_PRACTICE,2,16,maven-dependency-plugin,dd1f45c161553b92a245aa52cf2839a3ffb7bb74,d6b4b575fb251c418f5f6438419648b4690191de,src/main/java/org/apache/maven/plugin/dependency/fromConfiguration/AbstractFromConfigurationMojo.java,157,157,,,getProcessedArtifactItems(Z)Ljava/util/ArrayList;,NO_FIELD,unfixed,Protected Method,org.apache.maven.plugin.dependency.fromConfiguration.AbstractFromConfigurationMojo.getProcessedArtifactItems,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8.0,59.0,6.0,38.0,4.0,20.0,15.0,23.0,34.0,2.0,12.0,19.0,3.0,16.0,7.0,7.0,8.0,1.0,1.0,-1,-1,-1,-1,0.0,-1,2.0,0.0,-1,-1,0.39,7.0,7.0,8.0,1.0
CORRECTNESS,NP_UNWRITTEN_FIELD,3,11,maven-dependency-plugin,43e104e2840980bb3ac6b38b93a8e63fb14acff6,d6b4b575fb251c418f5f6438419648b4690191de,src/main/java/org/apache/maven/plugin/dependency/fromConfiguration/AbstractFromConfigurationMojo.java,387,387,,,getLocal()Lorg/apache/maven/artifact/repository/ArtifactRepository;,artifactRepositoryManager,unfixed,Protected Method,org.apache.maven.plugin.dependency.AbstractDependencyMojo.getLocal,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8.0,7.0,0.0,4.0,1.0,1.0,3.0,1.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,-1,-1,-1,-1,0.0,-1,0.0,0.0,-1,-1,0.75,1.0,1.0,1.0,1.0
