categpry,vtype,priority,rank,project,origin commit,buggy commit,buggy path,buggy start,buggy end,fixer,fixer path,method,field,resolution,location_count,method_count,file_count,life_time,mark-vtype,mark-category,mark-all
I18N,DM_CONVERT_CASE,3,20,commons-fileupload,222f1d7028713155ffefefeeff2d8ff3e719b522,5767b589c53412b794aa09a00c87399bc1e3140e,src/java/org/apache/commons/fileupload/FileUploadBase.java,907,907,,,<init>(Lorg/apache/commons/fileupload/FileUploadBase;Lorg/apache/commons/fileupload/RequestContext;)V,NO_FIELD,unfixed,0,14,165,861,FP,FP,FP
CORRECTNESS,UWF_UNWRITTEN_FIELD,3,15,commons-fileupload,222f1d7028713155ffefefeeff2d8ff3e719b522,5767b589c53412b794aa09a00c87399bc1e3140e,src/java/org/apache/commons/fileupload/FileUploadBase.java,823,823,,,NO_METHOD,opened,unfixed,0,12,165,861,UNKNOWN,FP,FP
I18N,DM_DEFAULT_ENCODING,1,19,commons-fileupload,222f1d7028713155ffefefeeff2d8ff3e719b522,5767b589c53412b794aa09a00c87399bc1e3140e,src/java/org/apache/commons/fileupload/FileUploadBase.java,426,426,,,getBoundary(Ljava/lang/String;)[B,NO_FIELD,unfixed,0,25,165,861,UNKNOWN,FP,FP
PERFORMANCE,SBSC_USE_STRINGBUFFER_CONCATENATION,2,18,commons-fileupload,222f1d7028713155ffefefeeff2d8ff3e719b522,5767b589c53412b794aa09a00c87399bc1e3140e,src/java/org/apache/commons/fileupload/FileUploadBase.java,633,633,,,parseHeaders(Ljava/lang/String;)Ljava/util/Map;,NO_FIELD,unfixed,0,15,165,861,UNKNOWN,FP,FP
DODGY_CODE,PZLA_PREFER_ZERO_LENGTH_ARRAYS,3,20,commons-fileupload,222f1d7028713155ffefefeeff2d8ff3e719b522,5767b589c53412b794aa09a00c87399bc1e3140e,src/java/org/apache/commons/fileupload/FileUploadBase.java,420,420,,,getBoundary(Ljava/lang/String;)[B,NO_FIELD,unfixed,0,25,165,861,UNKNOWN,FP,FP
I18N,DM_CONVERT_CASE,3,20,commons-fileupload,222f1d7028713155ffefefeeff2d8ff3e719b522,5767b589c53412b794aa09a00c87399bc1e3140e,src/java/org/apache/commons/fileupload/FileUploadBase.java,1006,1006,,,findNextItem()Z,NO_FIELD,unfixed,0,13,165,861,FP,FP,FP
I18N,DM_CONVERT_CASE,3,20,commons-fileupload,222f1d7028713155ffefefeeff2d8ff3e719b522,5767b589c53412b794aa09a00c87399bc1e3140e,src/java/org/apache/commons/fileupload/FileUploadBase.java,465,465,,,getFileName(Ljava/lang/String;)Ljava/lang/String;,NO_FIELD,unfixed,0,5,165,861,FP,FP,FP
I18N,DM_CONVERT_CASE,3,20,commons-fileupload,222f1d7028713155ffefefeeff2d8ff3e719b522,5767b589c53412b794aa09a00c87399bc1e3140e,src/java/org/apache/commons/fileupload/FileUploadBase.java,87,87,,,isMultipartContent(Lorg/apache/commons/fileupload/RequestContext;)Z,NO_FIELD,unfixed,5,12,165,861,FP,FP,FP
I18N,DM_CONVERT_CASE,3,20,commons-fileupload,222f1d7028713155ffefefeeff2d8ff3e719b522,5767b589c53412b794aa09a00c87399bc1e3140e,src/java/org/apache/commons/fileupload/FileUploadBase.java,509,509,,,getFieldName(Ljava/lang/String;)Ljava/lang/String;,NO_FIELD,unfixed,0,5,165,861,FP,FP,FP
DODGY_CODE,BC_UNCONFIRMED_CAST_OF_RETURN_VALUE,3,20,commons-fileupload,222f1d7028713155ffefefeeff2d8ff3e719b522,5767b589c53412b794aa09a00c87399bc1e3140e,src/java/org/apache/commons/fileupload/FileUploadBase.java,383,383,,,parseRequest(Lorg/apache/commons/fileupload/RequestContext;)Ljava/util/List;,NO_FIELD,unfixed,0,14,165,861,FP,FP,FP
CORRECTNESS,NP_NULL_PARAM_DEREF_NONVIRTUAL,1,6,commons-fileupload,222f1d7028713155ffefefeeff2d8ff3e719b522,5767b589c53412b794aa09a00c87399bc1e3140e,src/java/org/apache/commons/fileupload/MultipartStream.java,281,281,,,<init>()V,NO_FIELD,unfixed,5,9,87,861,FP,FP,FP
BAD_PRACTICE,SR_NOT_CHECKED,3,19,commons-fileupload,222f1d7028713155ffefefeeff2d8ff3e719b522,5767b589c53412b794aa09a00c87399bc1e3140e,src/java/org/apache/commons/fileupload/MultipartStream.java,928,928,,,close(Z)V,NO_FIELD,unfixed,4,5,87,861,UNKNOWN,FP,FP
MALICIOUS_CODE,MS_PKGPROTECT,2,18,commons-fileupload,222f1d7028713155ffefefeeff2d8ff3e719b522,5767b589c53412b794aa09a00c87399bc1e3140e,src/java/org/apache/commons/fileupload/MultipartStream.java,200,200,,,NO_METHOD,BOUNDARY_PREFIX,unfixed,11,51,87,861,UNKNOWN,FP,FP
MALICIOUS_CODE,MS_PKGPROTECT,2,18,commons-fileupload,222f1d7028713155ffefefeeff2d8ff3e719b522,5767b589c53412b794aa09a00c87399bc1e3140e,src/java/org/apache/commons/fileupload/MultipartStream.java,185,185,,,NO_METHOD,FIELD_SEPARATOR,unfixed,11,51,87,861,UNKNOWN,FP,FP
MALICIOUS_CODE,MS_PKGPROTECT,2,18,commons-fileupload,222f1d7028713155ffefefeeff2d8ff3e719b522,5767b589c53412b794aa09a00c87399bc1e3140e,src/java/org/apache/commons/fileupload/MultipartStream.java,177,177,,,NO_METHOD,HEADER_SEPARATOR,unfixed,11,51,87,861,UNKNOWN,FP,FP
MALICIOUS_CODE,MS_PKGPROTECT,2,18,commons-fileupload,222f1d7028713155ffefefeeff2d8ff3e719b522,5767b589c53412b794aa09a00c87399bc1e3140e,src/java/org/apache/commons/fileupload/MultipartStream.java,193,193,,,NO_METHOD,STREAM_TERMINATOR,unfixed,11,51,87,861,UNKNOWN,FP,FP
I18N,DM_DEFAULT_ENCODING,1,19,commons-fileupload,222f1d7028713155ffefefeeff2d8ff3e719b522,5767b589c53412b794aa09a00c87399bc1e3140e,src/java/org/apache/commons/fileupload/MultipartStream.java,560,560,,,readHeaders()Ljava/lang/String;,NO_FIELD,unfixed,9,12,87,861,UNKNOWN,FP,FP
I18N,DM_CONVERT_CASE,3,20,commons-fileupload,222f1d7028713155ffefefeeff2d8ff3e719b522,5767b589c53412b794aa09a00c87399bc1e3140e,src/java/org/apache/commons/fileupload/ParameterParser.java,322,322,,,parse([CIIC)Ljava/util/Map;,NO_FIELD,unfixed,5,25,25,861,FP,FP,FP
MALICIOUS_CODE,EI_EXPOSE_REP2,2,18,commons-fileupload,222f1d7028713155ffefefeeff2d8ff3e719b522,5767b589c53412b794aa09a00c87399bc1e3140e,src/java/org/apache/commons/fileupload/ParameterParser.java,302,302,,,parse([CIIC)Ljava/util/Map;,chars,unfixed,5,25,25,861,FP,FP,FP
BAD_PRACTICE,RV_RETURN_VALUE_IGNORED_BAD_PRACTICE,2,16,commons-fileupload,222f1d7028713155ffefefeeff2d8ff3e719b522,5767b589c53412b794aa09a00c87399bc1e3140e,src/java/org/apache/commons/fileupload/disk/DiskFileItem.java,721,721,,,readObject(Ljava/io/ObjectInputStream;)V,NO_FIELD,unfixed,0,12,84,861,FP,FP,FP
BAD_PRACTICE,RR_NOT_CHECKED,2,16,commons-fileupload,222f1d7028713155ffefefeeff2d8ff3e719b522,5767b589c53412b794aa09a00c87399bc1e3140e,src/java/org/apache/commons/fileupload/disk/DiskFileItem.java,344,344,,,get()[B,NO_FIELD,unfixed,0,25,84,861,FP,FP,FP
I18N,DM_DEFAULT_ENCODING,1,19,commons-fileupload,222f1d7028713155ffefefeeff2d8ff3e719b522,5767b589c53412b794aa09a00c87399bc1e3140e,src/java/org/apache/commons/fileupload/disk/DiskFileItem.java,397,397,,,getString()Ljava/lang/String;,NO_FIELD,unfixed,0,12,84,861,UNKNOWN,FP,FP
MALICIOUS_CODE,EI_EXPOSE_REP,2,18,commons-fileupload,222f1d7028713155ffefefeeff2d8ff3e719b522,5767b589c53412b794aa09a00c87399bc1e3140e,src/java/org/apache/commons/fileupload/disk/DiskFileItem.java,336,336,,,get()[B,cachedContent,unfixed,5,25,84,861,FP,FP,FP
BAD_PRACTICE,RV_RETURN_VALUE_IGNORED_BAD_PRACTICE,2,16,commons-fileupload,222f1d7028713155ffefefeeff2d8ff3e719b522,5767b589c53412b794aa09a00c87399bc1e3140e,src/java/org/apache/commons/fileupload/disk/DiskFileItem.java,492,492,,,delete()V,NO_FIELD,unfixed,0,12,84,861,FP,FP,FP
BAD_PRACTICE,RV_RETURN_VALUE_IGNORED_BAD_PRACTICE,2,16,commons-fileupload,222f1d7028713155ffefefeeff2d8ff3e719b522,5767b589c53412b794aa09a00c87399bc1e3140e,src/java/org/apache/commons/fileupload/disk/DiskFileItem.java,604,604,,,finalize()V,NO_FIELD,unfixed,0,12,84,861,FP,FP,FP
I18N,DM_CONVERT_CASE,3,20,commons-fileupload,222f1d7028713155ffefefeeff2d8ff3e719b522,5767b589c53412b794aa09a00c87399bc1e3140e,src/java/org/apache/commons/fileupload/servlet/ServletFileUpload.java,68,68,,,isMultipartContent(Ljavax/servlet/http/HttpServletRequest;)Z,NO_FIELD,unfixed,12,12,12,861,FP,FP,FP
I18N,DM_CONVERT_CASE,3,20,commons-fileupload,222f1d7028713155ffefefeeff2d8ff3e719b522,5767b589c53412b794aa09a00c87399bc1e3140e,src/java/org/apache/commons/fileupload/util/FileItemHeadersImpl.java,80,80,,,addHeader(Ljava/lang/String;Ljava/lang/String;)V,NO_FIELD,unfixed,4,6,20,861,FP,FP,FP
I18N,DM_CONVERT_CASE,3,20,commons-fileupload,222f1d7028713155ffefefeeff2d8ff3e719b522,5767b589c53412b794aa09a00c87399bc1e3140e,src/java/org/apache/commons/fileupload/util/FileItemHeadersImpl.java,52,52,,,getHeader(Ljava/lang/String;)Ljava/lang/String;,NO_FIELD,unfixed,4,6,20,861,FP,FP,FP
I18N,DM_CONVERT_CASE,3,20,commons-fileupload,222f1d7028713155ffefefeeff2d8ff3e719b522,5767b589c53412b794aa09a00c87399bc1e3140e,src/java/org/apache/commons/fileupload/util/FileItemHeadersImpl.java,65,65,,,getHeaders(Ljava/lang/String;)Ljava/util/Iterator;,NO_FIELD,unfixed,4,6,20,861,FP,FP,FP
I18N,DM_DEFAULT_ENCODING,1,19,commons-fileupload,222f1d7028713155ffefefeeff2d8ff3e719b522,5767b589c53412b794aa09a00c87399bc1e3140e,src/java/org/apache/commons/fileupload/util/Streams.java,149,149,,,asString(Ljava/io/InputStream;)Ljava/lang/String;,NO_FIELD,unfixed,11,12,12,861,UNKNOWN,FP,FP
DODGY_CODE,BC_UNCONFIRMED_CAST,3,20,commons-fileupload,4c32be03e2c33dd1dcb22a9afb3e68e15c70ca34,d1baace2e7d4d4ec79fff0a398f70fff212dcf34,src/main/java/org/apache/commons/fileupload2/DiskFileUpload.java,109,109,,,setFileItemFactory(Lorg/apache/commons/fileupload2/FileItemFactory;)V,NO_FIELD,unfixed,1,1,1,2643,UNKNOWN,FP,FP
DODGY_CODE,BC_UNCONFIRMED_CAST_OF_RETURN_VALUE,3,20,commons-fileupload,d61216573bf26a6ac6461a822111d84cad9e26b0,d1baace2e7d4d4ec79fff0a398f70fff212dcf34,src/main/java/org/apache/commons/fileupload2/FileUploadBase.java,345,345,,,parseRequest(Lorg/apache/commons/fileupload2/RequestContext;)Ljava/util/List;,NO_FIELD,unfixed,0,3,16,14,FP,FP,FP
DODGY_CODE,PZLA_PREFER_ZERO_LENGTH_ARRAYS,3,20,commons-fileupload,4c32be03e2c33dd1dcb22a9afb3e68e15c70ca34,d1baace2e7d4d4ec79fff0a398f70fff212dcf34,src/main/java/org/apache/commons/fileupload2/FileUploadBase.java,423,423,,,getBoundary(Ljava/lang/String;)[B,NO_FIELD,unfixed,3,8,16,2643,UNKNOWN,FP,FP
DODGY_CODE,BC_UNCONFIRMED_CAST_OF_RETURN_VALUE,3,20,commons-fileupload,4c32be03e2c33dd1dcb22a9afb3e68e15c70ca34,d1baace2e7d4d4ec79fff0a398f70fff212dcf34,src/main/java/org/apache/commons/fileupload2/FileUploadBase.java,311,311,,,getItemIterator(Lorg/apache/commons/fileupload2/RequestContext;)Lorg/apache/commons/fileupload2/FileItemIterator;,NO_FIELD,unfixed,0,0,16,2643,FP,FP,FP
BAD_PRACTICE,DE_MIGHT_IGNORE,3,19,commons-fileupload,aff9622ce2b96878abe9b0b5ed7cadda3071886c,d1baace2e7d4d4ec79fff0a398f70fff212dcf34,src/main/java/org/apache/commons/fileupload2/FileUploadBase.java,364,364,,,parseRequest(Lorg/apache/commons/fileupload2/RequestContext;)Ljava/util/List;,NO_FIELD,unfixed,0,3,16,2015,FP,FP,FP
I18N,DM_DEFAULT_ENCODING,1,19,commons-fileupload,4c32be03e2c33dd1dcb22a9afb3e68e15c70ca34,d1baace2e7d4d4ec79fff0a398f70fff212dcf34,src/main/java/org/apache/commons/fileupload2/FileUploadBase.java,429,429,,,getBoundary(Ljava/lang/String;)[B,NO_FIELD,unfixed,2,8,16,2643,UNKNOWN,FP,FP
MALICIOUS_CODE,MS_PKGPROTECT,2,18,commons-fileupload,4c32be03e2c33dd1dcb22a9afb3e68e15c70ca34,d1baace2e7d4d4ec79fff0a398f70fff212dcf34,src/main/java/org/apache/commons/fileupload2/MultipartStream.java,200,200,,,NO_METHOD,STREAM_TERMINATOR,unfixed,0,3,5,2643,FP,FP,FP
MALICIOUS_CODE,MS_PKGPROTECT,2,18,commons-fileupload,4c32be03e2c33dd1dcb22a9afb3e68e15c70ca34,d1baace2e7d4d4ec79fff0a398f70fff212dcf34,src/main/java/org/apache/commons/fileupload2/MultipartStream.java,194,194,,,NO_METHOD,FIELD_SEPARATOR,unfixed,0,3,5,2643,FP,FP,FP
MALICIOUS_CODE,MS_PKGPROTECT,2,18,commons-fileupload,4c32be03e2c33dd1dcb22a9afb3e68e15c70ca34,d1baace2e7d4d4ec79fff0a398f70fff212dcf34,src/main/java/org/apache/commons/fileupload2/MultipartStream.java,205,205,,,NO_METHOD,BOUNDARY_PREFIX,unfixed,0,3,5,2643,FP,FP,FP
MALICIOUS_CODE,MS_PKGPROTECT,2,18,commons-fileupload,4c32be03e2c33dd1dcb22a9afb3e68e15c70ca34,d1baace2e7d4d4ec79fff0a398f70fff212dcf34,src/main/java/org/apache/commons/fileupload2/MultipartStream.java,188,188,,,NO_METHOD,HEADER_SEPARATOR,unfixed,0,3,5,2643,FP,FP,FP
BAD_PRACTICE,SR_NOT_CHECKED,3,19,commons-fileupload,4c32be03e2c33dd1dcb22a9afb3e68e15c70ca34,d1baace2e7d4d4ec79fff0a398f70fff212dcf34,src/main/java/org/apache/commons/fileupload2/MultipartStream.java,976,976,,,close(Z)V,NO_FIELD,unfixed,0,0,5,2643,UNKNOWN,FP,FP
I18N,DM_DEFAULT_ENCODING,1,19,commons-fileupload,4c32be03e2c33dd1dcb22a9afb3e68e15c70ca34,d1baace2e7d4d4ec79fff0a398f70fff212dcf34,src/main/java/org/apache/commons/fileupload2/MultipartStream.java,592,592,,,readHeaders()Ljava/lang/String;,NO_FIELD,unfixed,0,0,5,2643,UNKNOWN,FP,FP
MALICIOUS_CODE,EI_EXPOSE_REP2,2,18,commons-fileupload,4c32be03e2c33dd1dcb22a9afb3e68e15c70ca34,d1baace2e7d4d4ec79fff0a398f70fff212dcf34,src/main/java/org/apache/commons/fileupload2/ParameterParser.java,303,303,,,parse([CIIC)Ljava/util/Map;,chars,unfixed,3,3,3,2643,FP,FP,FP
I18N,DM_DEFAULT_ENCODING,1,19,commons-fileupload,4c32be03e2c33dd1dcb22a9afb3e68e15c70ca34,d1baace2e7d4d4ec79fff0a398f70fff212dcf34,src/main/java/org/apache/commons/fileupload2/disk/DiskFileItem.java,360,360,,,getString()Ljava/lang/String;,NO_FIELD,unfixed,4,7,16,2643,UNKNOWN,FP,FP
MALICIOUS_CODE,EI_EXPOSE_REP,2,18,commons-fileupload,4c32be03e2c33dd1dcb22a9afb3e68e15c70ca34,d1baace2e7d4d4ec79fff0a398f70fff212dcf34,src/main/java/org/apache/commons/fileupload2/disk/DiskFileItem.java,305,305,,,get()[B,cachedContent,unfixed,0,3,16,2643,FP,FP,FP
BAD_PRACTICE,RV_RETURN_VALUE_IGNORED_BAD_PRACTICE,2,16,commons-fileupload,4c32be03e2c33dd1dcb22a9afb3e68e15c70ca34,d1baace2e7d4d4ec79fff0a398f70fff212dcf34,src/main/java/org/apache/commons/fileupload2/disk/DiskFileItem.java,435,435,,,delete()V,NO_FIELD,unfixed,0,1,16,2643,FP,FP,FP
BAD_PRACTICE,RV_RETURN_VALUE_IGNORED_BAD_PRACTICE,2,16,commons-fileupload,4c32be03e2c33dd1dcb22a9afb3e68e15c70ca34,d1baace2e7d4d4ec79fff0a398f70fff212dcf34,src/main/java/org/apache/commons/fileupload2/disk/DiskFileItem.java,553,553,,,finalize()V,NO_FIELD,unfixed,0,1,16,2643,FP,FP,FP
DODGY_CODE,BC_UNCONFIRMED_CAST_OF_RETURN_VALUE,3,20,commons-fileupload,f59766841400a41a0f416ab669a249515179ab94,d1baace2e7d4d4ec79fff0a398f70fff212dcf34,src/main/java/org/apache/commons/fileupload2/impl/FileItemIteratorImpl.java,310,310,,,hasNext()Z,NO_FIELD,unfixed,0,0,1,259,FP,FP,FP
PERFORMANCE,SIC_INNER_SHOULD_BE_STATIC_ANON,3,20,commons-fileupload,f59766841400a41a0f416ab669a249515179ab94,d1baace2e7d4d4ec79fff0a398f70fff212dcf34,src/main/java/org/apache/commons/fileupload2/impl/FileItemIteratorImpl.java,161,169,,,NO_METHOD,NO_FIELD,unfixed,0,0,1,259,FP,FP,FP
CORRECTNESS,UWF_UNWRITTEN_FIELD,3,15,commons-fileupload,e0bfe29d200975e78982db4b276829c4318100e1,d1baace2e7d4d4ec79fff0a398f70fff212dcf34,src/main/java/org/apache/commons/fileupload2/impl/FileItemStreamImpl.java,187,187,,,NO_METHOD,opened,unfixed,0,1,1,259,UNKNOWN,FP,FP
CORRECTNESS,NM_WRONG_PACKAGE,2,6,commons-fileupload,d61216573bf26a6ac6461a822111d84cad9e26b0,d1baace2e7d4d4ec79fff0a398f70fff212dcf34,src/main/java/org/apache/commons/fileupload2/jaksrvlt/JakSrvltFileUpload.java,111,111,,,parseRequest(Ljakarta/servlet/http/HttpServletRequest;)Ljava/util/List;,NO_FIELD,unfixed,1,1,1,14,UNKNOWN,UNKNOWN,FP
I18N,DM_DEFAULT_ENCODING,1,19,commons-fileupload,4c32be03e2c33dd1dcb22a9afb3e68e15c70ca34,d1baace2e7d4d4ec79fff0a398f70fff212dcf34,src/main/java/org/apache/commons/fileupload2/util/Streams.java,142,142,,,asString(Ljava/io/InputStream;)Ljava/lang/String;,NO_FIELD,unfixed,0,0,0,2643,UNKNOWN,FP,FP
DODGY_CODE,BC_UNCONFIRMED_CAST,3,20,commons-fileupload,4c32be03e2c33dd1dcb22a9afb3e68e15c70ca34,41b6bf0959e77ad8d1aba5f6d60d97736406765e,src/main/java/org/apache/commons/fileupload/DiskFileUpload.java,111,111,,,setFileItemFactory(Lorg/apache/commons/fileupload/FileItemFactory;)V,NO_FIELD,unfixed,6,6,6,1050,UNKNOWN,FP,FP
DODGY_CODE,BC_UNCONFIRMED_CAST_OF_RETURN_VALUE,3,20,commons-fileupload,4c32be03e2c33dd1dcb22a9afb3e68e15c70ca34,41b6bf0959e77ad8d1aba5f6d60d97736406765e,src/main/java/org/apache/commons/fileupload/FileUploadBase.java,1115,1115,,,hasNext()Z,NO_FIELD,unfixed,0,4,65,1050,FP,FP,FP
BAD_PRACTICE,DE_MIGHT_IGNORE,3,19,commons-fileupload,aff9622ce2b96878abe9b0b5ed7cadda3071886c,41b6bf0959e77ad8d1aba5f6d60d97736406765e,src/main/java/org/apache/commons/fileupload/FileUploadBase.java,369,369,,,parseRequest(Lorg/apache/commons/fileupload/RequestContext;)Ljava/util/List;,NO_FIELD,unfixed,1,15,65,422,UNKNOWN,FP,FP
DODGY_CODE,BC_UNCONFIRMED_CAST_OF_RETURN_VALUE,3,20,commons-fileupload,4c32be03e2c33dd1dcb22a9afb3e68e15c70ca34,41b6bf0959e77ad8d1aba5f6d60d97736406765e,src/main/java/org/apache/commons/fileupload/FileUploadBase.java,314,314,,,getItemIterator(Lorg/apache/commons/fileupload/RequestContext;)Lorg/apache/commons/fileupload/FileItemIterator;,NO_FIELD,unfixed,4,4,65,1050,FP,FP,FP
CORRECTNESS,UWF_UNWRITTEN_FIELD,3,15,commons-fileupload,4c32be03e2c33dd1dcb22a9afb3e68e15c70ca34,41b6bf0959e77ad8d1aba5f6d60d97736406765e,src/main/java/org/apache/commons/fileupload/FileUploadBase.java,851,851,,,NO_METHOD,opened,unfixed,4,6,65,1050,UNKNOWN,FP,FP
I18N,DM_DEFAULT_ENCODING,1,19,commons-fileupload,4c32be03e2c33dd1dcb22a9afb3e68e15c70ca34,41b6bf0959e77ad8d1aba5f6d60d97736406765e,src/main/java/org/apache/commons/fileupload/FileUploadBase.java,434,434,,,getBoundary(Ljava/lang/String;)[B,NO_FIELD,unfixed,4,13,65,1050,UNKNOWN,FP,FP
DODGY_CODE,PZLA_PREFER_ZERO_LENGTH_ARRAYS,3,20,commons-fileupload,4c32be03e2c33dd1dcb22a9afb3e68e15c70ca34,41b6bf0959e77ad8d1aba5f6d60d97736406765e,src/main/java/org/apache/commons/fileupload/FileUploadBase.java,428,428,,,getBoundary(Ljava/lang/String;)[B,NO_FIELD,unfixed,4,13,65,1050,UNKNOWN,FP,FP
DODGY_CODE,BC_UNCONFIRMED_CAST_OF_RETURN_VALUE,3,20,commons-fileupload,4c32be03e2c33dd1dcb22a9afb3e68e15c70ca34,41b6bf0959e77ad8d1aba5f6d60d97736406765e,src/main/java/org/apache/commons/fileupload/FileUploadBase.java,361,361,,,parseRequest(Lorg/apache/commons/fileupload/RequestContext;)Ljava/util/List;,NO_FIELD,unfixed,6,15,65,1050,FP,FP,FP
I18N,DM_DEFAULT_ENCODING,1,19,commons-fileupload,4c32be03e2c33dd1dcb22a9afb3e68e15c70ca34,41b6bf0959e77ad8d1aba5f6d60d97736406765e,src/main/java/org/apache/commons/fileupload/MultipartStream.java,562,562,,,readHeaders()Ljava/lang/String;,NO_FIELD,unfixed,3,6,49,1050,UNKNOWN,FP,FP
MALICIOUS_CODE,MS_PKGPROTECT,2,18,commons-fileupload,4c32be03e2c33dd1dcb22a9afb3e68e15c70ca34,41b6bf0959e77ad8d1aba5f6d60d97736406765e,src/main/java/org/apache/commons/fileupload/MultipartStream.java,207,207,,,NO_METHOD,BOUNDARY_PREFIX,unfixed,6,31,49,1050,FP,FP,FP
MALICIOUS_CODE,MS_PKGPROTECT,2,18,commons-fileupload,4c32be03e2c33dd1dcb22a9afb3e68e15c70ca34,41b6bf0959e77ad8d1aba5f6d60d97736406765e,src/main/java/org/apache/commons/fileupload/MultipartStream.java,190,190,,,NO_METHOD,HEADER_SEPARATOR,unfixed,6,31,49,1050,FP,FP,FP
BAD_PRACTICE,SR_NOT_CHECKED,3,19,commons-fileupload,4c32be03e2c33dd1dcb22a9afb3e68e15c70ca34,41b6bf0959e77ad8d1aba5f6d60d97736406765e,src/main/java/org/apache/commons/fileupload/MultipartStream.java,947,947,,,close(Z)V,NO_FIELD,unfixed,4,6,49,1050,UNKNOWN,FP,FP
MALICIOUS_CODE,MS_PKGPROTECT,2,18,commons-fileupload,4c32be03e2c33dd1dcb22a9afb3e68e15c70ca34,41b6bf0959e77ad8d1aba5f6d60d97736406765e,src/main/java/org/apache/commons/fileupload/MultipartStream.java,202,202,,,NO_METHOD,STREAM_TERMINATOR,unfixed,7,31,49,1050,FP,FP,FP
MALICIOUS_CODE,MS_PKGPROTECT,2,18,commons-fileupload,4c32be03e2c33dd1dcb22a9afb3e68e15c70ca34,41b6bf0959e77ad8d1aba5f6d60d97736406765e,src/main/java/org/apache/commons/fileupload/MultipartStream.java,196,196,,,NO_METHOD,FIELD_SEPARATOR,unfixed,6,31,49,1050,FP,FP,FP
MALICIOUS_CODE,EI_EXPOSE_REP2,2,18,commons-fileupload,4c32be03e2c33dd1dcb22a9afb3e68e15c70ca34,41b6bf0959e77ad8d1aba5f6d60d97736406765e,src/main/java/org/apache/commons/fileupload/ParameterParser.java,304,304,,,parse([CIIC)Ljava/util/Map;,chars,unfixed,4,8,8,1050,FP,FP,FP
I18N,DM_DEFAULT_ENCODING,1,19,commons-fileupload,4c32be03e2c33dd1dcb22a9afb3e68e15c70ca34,41b6bf0959e77ad8d1aba5f6d60d97736406765e,src/main/java/org/apache/commons/fileupload/disk/DiskFileItem.java,360,360,,,getString()Ljava/lang/String;,NO_FIELD,unfixed,0,6,47,1050,UNKNOWN,FP,FP
BAD_PRACTICE,RV_RETURN_VALUE_IGNORED_BAD_PRACTICE,2,16,commons-fileupload,032425f8e838f5e7f5044cf1152b2f1d3e541993,41b6bf0959e77ad8d1aba5f6d60d97736406765e,src/main/java/org/apache/commons/fileupload/disk/DiskFileItem.java,664,664,,,readObject(Ljava/io/ObjectInputStream;)V,NO_FIELD,unfixed,4,10,47,712,FP,FP,FP
BAD_PRACTICE,RV_RETURN_VALUE_IGNORED_BAD_PRACTICE,2,16,commons-fileupload,4c32be03e2c33dd1dcb22a9afb3e68e15c70ca34,41b6bf0959e77ad8d1aba5f6d60d97736406765e,src/main/java/org/apache/commons/fileupload/disk/DiskFileItem.java,427,427,,,delete()V,NO_FIELD,unfixed,0,6,47,1050,FP,FP,FP
BAD_PRACTICE,RV_RETURN_VALUE_IGNORED_BAD_PRACTICE,2,16,commons-fileupload,4c32be03e2c33dd1dcb22a9afb3e68e15c70ca34,41b6bf0959e77ad8d1aba5f6d60d97736406765e,src/main/java/org/apache/commons/fileupload/disk/DiskFileItem.java,540,540,,,finalize()V,NO_FIELD,unfixed,0,6,47,1050,FP,FP,FP
MALICIOUS_CODE,EI_EXPOSE_REP,2,18,commons-fileupload,4c32be03e2c33dd1dcb22a9afb3e68e15c70ca34,41b6bf0959e77ad8d1aba5f6d60d97736406765e,src/main/java/org/apache/commons/fileupload/disk/DiskFileItem.java,307,307,,,get()[B,cachedContent,unfixed,5,13,47,1050,FP,FP,FP
I18N,DM_DEFAULT_ENCODING,1,19,commons-fileupload,4c32be03e2c33dd1dcb22a9afb3e68e15c70ca34,41b6bf0959e77ad8d1aba5f6d60d97736406765e,src/main/java/org/apache/commons/fileupload/util/Streams.java,144,144,,,asString(Ljava/io/InputStream;)Ljava/lang/String;,NO_FIELD,unfixed,3,6,6,1050,UNKNOWN,FP,FP
I18N,DM_CONVERT_CASE,3,20,commons-fileupload,4c32be03e2c33dd1dcb22a9afb3e68e15c70ca34,41b6bf0959e77ad8d1aba5f6d60d97736406765e,src/main/java/org/apache/commons/fileupload/util/mime/MimeUtility.java,215,215,,,decodeWord(Ljava/lang/String;)Ljava/lang/String;,NO_FIELD,unfixed,5,5,5,1050,FP,FP,FP
BAD_PRACTICE,SE_NO_SERIALVERSIONID,3,19,commons-fileupload,99bb8565914c06ebdd777e5ec1d7c8925fba0bac,62fbd108ead19db5080ed58d374402b1a7612989,src/java/org/apache/commons/fileupload/DefaultFileItem.java,74,76,,,NO_METHOD,NO_FIELD,unfixed,12,12,12,31,UNKNOWN,UNKNOWN,FP
DODGY_CODE,BC_UNCONFIRMED_CAST,3,20,commons-fileupload,99bb8565914c06ebdd777e5ec1d7c8925fba0bac,62fbd108ead19db5080ed58d374402b1a7612989,src/java/org/apache/commons/fileupload/DiskFileUpload.java,116,116,,,setFileItemFactory(Lorg/apache/commons/fileupload/FileItemFactory;)V,NO_FIELD,unfixed,12,12,12,31,UNKNOWN,FP,FP
